ASV,BPS_high_wk22_inoculum_d0_A,BPS_high_wk22_inoculum_d0_B,BPS_high_wk22_inoculum_d0_C,BPS_high_wk22_inoculum_d0_D,BPS_high_wk22_inoculum_d0_E,BPS_high_wk22_inoculum_d0_F,BPS_high_wk22_inoculum_d0_G,BPS_high_wk22_control_d2_A,BPS_high_wk22_control_d2_B,BPS_high_wk22_control_d2_C,BPS_high_wk22_control_d2_D,BPS_high_wk22_control_d2_E,BPS_high_wk22_control_d2_F,BPS_high_wk22_control_d2_G,BPS_high_wk22_bps_d2_A,BPS_high_wk22_bps_d2_B,BPS_high_wk22_bps_d2_C,BPS_high_wk22_bps_d2_D,BPS_high_wk22_bps_d2_E,BPS_high_wk22_bps_d2_F,BPS_high_wk22_bps_d2_G,BPS_high_wk22_control_d7_A,BPS_high_wk22_control_d7_B,BPS_high_wk22_control_d7_C,BPS_high_wk22_control_d7_D,BPS_high_wk22_control_d7_E,BPS_high_wk22_control_d7_F,BPS_high_wk22_control_d7_G,BPS_high_wk22_bps_d7_A,BPS_high_wk22_bps_d7_B,BPS_high_wk22_bps_d7_C,BPS_high_wk22_bps_d7_D,BPS_high_wk22_bps_d7_E,BPS_high_wk22_bps_d7_F,BPS_high_wk22_bps_d7_G,DINP_high_wk22_inoculum_d0_A,DINP_high_wk22_inoculum_d0_B,DINP_high_wk22_inoculum_d0_C,DINP_high_wk22_inoculum_d0_D,DINP_high_wk22_inoculum_d0_E,DINP_high_wk22_inoculum_d0_F,DINP_high_wk22_inoculum_d0_G,DINP_high_wk22_control_d2_A,DINP_high_wk22_control_d2_B,DINP_high_wk22_control_d2_C,DINP_high_wk22_control_d2_D,DINP_high_wk22_control_d2_E,DINP_high_wk22_control_d2_F,DINP_high_wk22_control_d2_G,DINP_high_wk22_dinp_d2_A,DINP_high_wk22_dinp_d2_B,DINP_high_wk22_dinp_d2_C,DINP_high_wk22_dinp_d2_D,DINP_high_wk22_dinp_d2_E,DINP_high_wk22_dinp_d2_F,DINP_high_wk22_dinp_d2_G,DINP_high_wk22_control_d7_A,DINP_high_wk22_control_d7_B,DINP_high_wk22_control_d7_C,DINP_high_wk22_control_d7_D,DINP_high_wk22_control_d7_E,DINP_high_wk22_control_d7_F,DINP_high_wk22_control_d7_G,DINP_high_wk22_dinp_d7_A,DINP_high_wk22_dinp_d7_B,DINP_high_wk22_dinp_d7_C,DINP_high_wk22_dinp_d7_D,DINP_high_wk22_dinp_d7_E,DINP_high_wk22_dinp_d7_F,DINP_high_wk22_dinp_d7_G,DINP_high_wk40_inoculum_d0_A,DINP_high_wk40_inoculum_d0_B,DINP_high_wk40_inoculum_d0_C,DINP_high_wk40_inoculum_d0_D,DINP_high_wk40_inoculum_d0_E,DINP_high_wk40_inoculum_d0_F,DINP_high_wk40_inoculum_d0_G,DINP_high_wk40_control_d2_A,DINP_high_wk40_control_d2_B,DINP_high_wk40_control_d2_C,DINP_high_wk40_control_d2_D,DINP_high_wk40_control_d2_E,DINP_high_wk40_control_d2_F,DINP_high_wk40_control_d2_G,DINP_high_wk40_dinp_d2_A,DINP_high_wk40_dinp_d2_B,DINP_high_wk40_dinp_d2_C,DINP_high_wk40_dinp_d2_D,DINP_high_wk40_dinp_d2_E,DINP_high_wk40_dinp_d2_F,DINP_high_wk40_dinp_d2_G,DINP_high_wk40_control_d7_A,DINP_high_wk40_control_d7_B,DINP_high_wk40_control_d7_C,DINP_high_wk40_control_d7_D,DINP_high_wk40_control_d7_E,DINP_high_wk40_control_d7_F,DINP_high_wk40_control_d7_G,DINP_high_wk40_dinp_d7_A,DINP_high_wk40_dinp_d7_B,DINP_high_wk40_dinp_d7_C,DINP_high_wk40_dinp_d7_D,DINP_high_wk40_dinp_d7_E,DINP_high_wk40_dinp_d7_F,DINP_high_wk40_dinp_d7_G
ASV031,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0,0,1.05e-05,0,0,0,0,1.09e-05,0,0,0,0,0,0,0,0,2.36e-05,0,1.26e-05,0,0,2.35e-05,0,1.47e-05,0,0,5.88e-06,0,1.33e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24e-05,0,0,0,0,0,6.91e-06,0,0,0,0,0
ASV032,0.002223962,0.001604516,0.010291052,0.002830973,0.005358187,0.000941458,0.007075893,0.000834101,0.000546212,0.003143064,0.001958121,0.002579723,0.000263584,0.004684258,0.001179761,0.000600779,0.003899565,0.001465013,0.003552372,0.000327832,0.005681389,0.000563334,0.000297518,0.004196658,0.000895271,0.002950119,0.000240099,0.004153214,0.000507969,0.000507866,0.003727289,0.000686896,0.002692349,0.000223544,0.005137782,0.001576279,0.00308648,0.004441835,0.004229877,0.006387752,0.001443214,0.002849847,0.000182488,0.001847923,0.001578833,0.002367519,0.00144573,0.000298778,0.001170577,0.000256439,0.001844596,0.002101159,0.002228587,0.002593933,0.000454388,0.001584662,0.000126496,0.00210439,0.002049593,0.002343207,0.001537432,0.000163807,0.001284159,0.000274059,0.001904557,0.002056489,0.001981159,0.001418083,0.000246465,0.000478799,0.002340817,0.002852542,0.007476361,0.002512069,0.000866905,0.000854345,0.001731676,0.002237836,0.001567135,0.004893713,0.000762787,0.000566386,0.000155065,0.000688223,0.001746438,0.001390003,0.004939564,0.000650064,0.000636699,0.000174724,0.000734696,0.001398206,0.000682064,0.004697294,0.000265236,0.000454529,3.07e-05,0.000835749,0.001453628,0.002430637,0.004546982,0.000275581,0.000779534,6.68e-05,0.000805321
ASV033,4.73e-05,0,0.000220129,0.000219143,0.000701667,0.000105708,0.000495548,0.001463094,0.004287472,0.012611161,0.000221078,0.000628499,5.89e-05,0.000451265,0.000889502,0.002410817,0.011911553,0.000147453,0.000547424,7.91e-05,0.000335753,0.003230746,0.003559095,0.003968047,0.000274786,0.000621538,6.94e-05,0.000521688,0.002228194,0.001979023,0.003359,0.000250054,0.000555281,7.59e-05,0.00056662,0,1.47e-05,4.27e-05,0.000409089,0.000308083,8.84e-05,0.000231142,0.00089494,0.00246039,0.012051906,0.000318285,0.000176514,7.14e-05,0.000197259,0.000642061,0.00258806,0.011015484,0.000304828,0.000299102,8.93e-05,0.000195336,0.00031624,0.000725117,0.000893208,0.000318556,0.000201068,6.26e-05,0.000245118,0.001588426,0.003174261,0.001947668,0.000303973,0.000264128,5.57e-05,0.00011592,0.000270745,6.62e-05,0.000265083,0.000736552,2.14e-05,7.64e-05,5.04e-05,0.00977261,0.007056822,0.00848497,0.000317265,2.38e-05,3.65e-05,7.16e-05,0.00548195,0.015836526,0.00973033,0.000200833,2.8e-05,7.71e-06,4.48e-05,0.007330325,0.014719799,0.014398988,0.000241918,9.74e-05,5.83e-05,7.89e-05,0.014903335,0.002872571,0.015056968,0.000259528,7.45e-05,6.93e-05,4.12e-05
ASV034,8.6e-05,0.000193356,0.000110065,9.39e-05,8.15e-05,0.000168471,0.00012473,0.001536021,0.000619628,0.001445087,0.000331617,0.000575097,0.000271996,0.00120761,0.001544925,0.000354305,0.00132256,0.000347227,0.000553311,0.000267541,0.000905401,0.002210003,0.001195633,0.003974578,0.000865724,0.001779993,0.000416557,0.002976518,0.00209568,0.001073696,0.003761245,0.000620617,0.001487542,0.000494258,0.002559341,9.95e-05,0.000130035,0.000230875,0.000157342,0.000114289,0.000130436,0.000114211,0.000472468,0.000530383,0.001246214,0.000416387,0.000378243,0.000249725,0.000425664,0.00040876,0.00063094,0.001210767,0.000466535,0.000407397,0.000246893,0.000446831,0.000952935,0.001368186,0.001786416,0.001434573,0.000936681,0.00034418,0.000715832,0.001480294,0.001579293,0.002118672,0.001069239,0.000761611,0.000300045,0.000710639,0.000276386,0.000158916,0.000200742,0.000148424,0.000102744,0.000128152,8.61e-05,0.001664255,0.000799597,0.001578552,0.001066551,0.000264155,0.00025084,0.000174391,0.001562463,0.000896968,0.001448124,0.000893178,0.000293143,0.000277502,0.000227652,0.005610184,0.00258545,0.006142139,0.001460254,0.000431338,0.000386364,0.000691467,0.005414086,0.001551948,0.006366647,0.001771209,0.000541205,0.000410856,0.000622293
ASV035,0.002727257,0.001160136,0.0132628,0.010483099,0.044754328,0.002807857,0.093938464,0.000665457,0.000296599,0.002798466,0.001290939,0.004937622,0.000249563,0.012994524,0.000817718,0.000412073,0.003025427,0.001174865,0.005397721,0.000293918,0.009536888,0.000216667,0.000169613,0.002197939,0.000419566,0.001447338,0.000153316,0.001654909,0.000181593,0.000207011,0.002421301,0.000349473,0.001431504,0.000196883,0.002873423,0.00163646,0.001928437,0.00697895,0.024123146,0.023175789,0.005697119,0.013166947,0.000789947,0.000399892,0.00117082,0.002031794,0.000456694,0.000448168,0.000267338,0.000717258,0.000383788,0.001281499,0.001321539,0.000868942,0.000370339,0.000612866,0,0,0.00065595,0.000303591,0.000100534,6.99e-05,0.000104121,0.000210672,0.000178307,0.000550766,0.000351969,8.72e-05,4.5e-05,0.00011592,0.001020935,0.007805423,0.009491504,0.000311689,0.000229034,0.000397945,0.001011719,0.000143395,0.002781618,0.001436503,0.000159758,2.86e-05,0,0.000292728,0.000122651,0.002465176,0.001588951,0.000243114,2.8e-05,3.08e-05,0.000348377,3e-05,0.001182955,0.000375124,2.91e-05,0,0,3.54e-05,2.71e-05,0.002106092,0.000384006,0,0,0,3.2e-05
ASV036,0.00046458,0.000878583,0.00461584,0.000813961,0.000255152,0.003432192,0.00694105,0.001440305,0.003518076,0.007720098,0.002463443,0.001096793,0.004029465,0.014939413,0.002262768,0.004552054,0.007160555,0.002735009,0.000791705,0.004563268,0.014984382,0.001509447,0.001971405,0.011753909,0.003217657,0.001549469,0.007038077,0.029237698,0.00138894,0.002600055,0.014211758,0.002310742,0.001062166,0.005900328,0.022388931,0.001245284,0.00291719,0.003648829,0.005624975,0.002042292,0.000898327,0.001017026,0.002787312,0.003733731,0.005763184,0.008201296,0.002947497,0.001678956,0.003192483,0.002550893,0.004308076,0.005400604,0.008180161,0.003847066,0.001704611,0.001970451,0.008380348,0.008005109,0.01002865,0.009351449,0.002861536,0.00241846,0.002273309,0.005386107,0.006634597,0.011543877,0.008116619,0.002936176,0.002721835,0.001947957,0.000259464,0.000275454,0,0.000337664,0.000115587,0.000505862,0.000478572,0.003697862,0.003613274,0.002158756,0.003757681,0.002758158,0.003457036,0.002027298,0.002682316,0.00131575,0.00188389,0.004206921,0.002783924,0.003234957,0.002818058,0.006656472,0.00214424,0.002928852,0.005441705,0.002833847,0.002192465,0.001941008,0.005964671,0.002458258,0.002282218,0.00680658,0.002485073,0.001440563,0.001976696
ASV037,0.005587866,0.002703592,0.023753345,0.002813084,0.00248773,0.001033952,0.017735242,0.001207851,0.000493353,0.012705647,0.000856678,0.000566882,0.000215914,0.003810329,0.001426324,0.000450584,0.013137617,0.000608837,0.000588628,0.000233627,0.003814001,0.000288889,0.000225224,0.009262041,0.000262967,0.000175081,0.000190922,0.003153312,0.000311653,0.000259453,0.010771786,0.000231978,0.000135,0.000149713,0.003743514,0.001745249,0.003287666,0.010690517,0.003639844,0.004231172,0.000467046,0.003820645,0.000217485,0.000648246,0.00279622,0.001244801,0.000551955,6.91e-05,0.000789037,0.00017353,0.000771596,0.003162141,0.001241615,0.000819951,5.78e-05,0.001091439,0.000122279,0.000286055,0.001630902,0.000337798,0.00021578,0,0.000318871,8.76e-05,0.000319386,0.001596777,0.00056795,0.000197455,8.57e-06,0.00018396,0.021075817,0.003978197,0.005975942,0.01219114,0.000224753,0.000773407,0.001612033,0.006335467,0.002368618,0.00177062,0.000639031,6.66e-05,0.000132261,0.000261587,0.005233983,0.001888978,0.001897175,0.000964527,7.1e-05,0.000149029,0.000269043,0.00887214,0.000351689,0.00099346,0.000988076,0.000259731,3.07e-05,0.000130671,0.008836472,0.00068189,0.001001471,0.000545811,4.47e-05,2.31e-05,0.000123544
ASV038,0.002206755,0.002109955,0.007112933,0,0,0,0,0.002069299,0.001826581,0.00351823,0,0,0,0,0.001916331,0.001282431,0.003652649,0,0,0,0,0.000207037,0.000164052,0.000212282,0,0,0,0,0.000233126,0.008774496,0.000133211,0,0,0,0,0.002092447,0.001837658,0.007548609,0,0,0,0,0.000549963,0.001311226,0.003377195,0,0,0,0,0.000406832,0.001207628,0.003012355,0,0,0,0,0.000337322,0.000292708,0.000450591,0,0,0,0,0.014215668,0.000113646,0.000437504,0,0,0,0,0,0,0,0,0.000620747,0.001081421,0.00050376,0,0,0,0,0.002160835,0.000820932,0.000193076,0,0,0,0,0.006310974,0.015188111,0.000155217,0,0,0,0,0.004007272,0.002854804,0.000168783,0,0,0,0,0.057586177,0.004000709,0.000231072
ASV039,0.000533407,0.000559715,0.00122447,0,0.000120488,3.96e-05,0.000192151,0.00096628,0.000757649,3.61e-05,0,0.000119127,4.49e-05,0.000333682,0.000967528,0.000901168,9.65e-05,0,0.000155986,3.77e-05,0.000267848,0.000541667,0.000784113,5.88e-05,0,0.000157573,2.31e-05,0.000527484,0.000539871,0.000781121,3.4e-05,0,0.000157924,2.05e-05,0.000396846,0.000240724,0.000804742,0.002293693,2.36e-05,0,1.68e-05,3.81e-05,0.000462469,0.000536697,0.000350359,3.27e-05,3.92e-05,4.46e-05,4.67e-05,0.000356701,0.00047421,0.000247562,5.02e-05,1.8e-05,3.15e-05,4.15e-05,0.000284616,0.000461236,0.000173458,4.06e-05,3.19e-05,1.47e-05,4.56e-05,0.000699131,0.000413438,0.000190991,4.8e-05,3.33e-05,3e-05,0,0.003578912,0.000916415,0.00241148,1.86e-05,0.00143414,0.001647987,0.001328668,0.000373697,0.000247045,0.000178062,2.03e-05,0.000980467,0.000118579,0.000267815,0.000757234,0.000347501,0.00018334,7.4e-05,0.000890632,0.00019271,0.000258696,9.63e-05,2.98e-05,0.000100995,3.79e-05,0.000306111,4.29e-05,5.44e-05,5.84e-05,5.7e-05,4.36e-05,4.55e-05,0.000362458,3.85e-05,0.000112104
ASV040,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59e-05,0,0,1.14e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81e-05,0,0,0,0,1.23e-05,0,1.57e-05,0,0,1.36e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38e-05,3.71e-05,0,5.38e-05,1.71e-05,3.15e-05,8.4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42e-05,0,0,0,0,0,0,2.29e-05,1.21e-05,0,0,0,0,0
ASV041,0.004353287,0.002968184,0.015622313,0.00065743,0.00305119,0.000313819,0.007622008,0.001782149,0.001204016,0.005596932,3.95e-05,3.29e-05,0,2.22e-05,0.001803972,0.000766378,0.007035678,0,9.12e-05,0,3.02e-05,0.00142278,0.00066455,0.00946126,0,0.000102131,0,3.48e-05,0.000907964,0.000596191,0.011375153,0,3.31e-05,0,1.27e-05,0.002916464,0.000843998,0.002481906,0.002315549,0.002129251,0.000389205,0.001133956,0.001249916,0.000239935,0.000720675,1.74e-05,0,5.57e-05,0,0.001222423,0.000219021,0.000557535,1.3e-05,0,4.99e-05,0,0.000527066,0.000130831,0.00032299,0,0,0,0,0.000857601,0.000162632,0.000344229,0,0,1.07e-05,0,0.009820152,0.001917586,0.006897297,0.007990753,0.000342481,0.000836359,0.000780829,0.005518548,0.001027784,0.00105837,0.003046647,0.000133267,0.000141383,0.000242902,0.005185989,0.001048442,0.00118507,0.002145741,0.000126966,0.000167015,0.000306985,0.002299308,0.000328243,0.001380951,0.001521462,0.000106675,4.6e-05,0.00021234,0.001447371,0.000417766,0.001490206,0.001051488,0.000193642,4.62e-05,0.000171588
ASV042,0.000769998,0.001034624,0.005221196,0.004955322,0.003100803,0.002986238,0.005268995,0.000679131,0.000748839,0.00351823,0.005297982,0.00311785,0.001522616,0.005326198,0.000655423,0.00087421,0.003720764,0.004946798,0.003054981,0.002042354,0.004161071,0.000327408,0.000422643,0.002625769,0.006246214,0.001806255,0.00101825,0.007973127,0.000311653,0.000425062,0.002703395,0.004621484,0.001513013,0.001575062,0.011249642,0.001414254,0.000868533,0.002025175,0.005105747,0.012571772,0.001182341,0.008364628,0.000367475,0.000456719,0.001762882,0.005358529,0.0105656,0.000965455,0.007677533,0.000227517,0.000512388,0.001599794,0.004786165,0.013248141,0.001061114,0.008699771,0.000685186,0.000323752,0.000968971,0.005349183,0.01012449,0.000474857,0.006440319,0.000505239,0.000295872,0.001026024,0.004343618,0.00799563,0.000645096,0.001582558,0.001305781,0.001213059,0.003569609,0.001337667,0.000284687,0.000598042,0.000358929,0.001325321,0.001344606,0.002452859,0.00062553,0.00063302,0.000706914,0.000426636,0.001231839,0.000923698,0.002399369,0.000710843,0.000421976,0.000878757,0.000317333,0.001753281,0.000432685,0.001704547,0.000588765,0.000361768,0.000585679,0.000359345,0.001949989,0.000402229,0.001841484,0.000808014,0.000332667,0.000415992,0.000665762
ASV043,3.44e-05,3.73e-05,6.19e-05,0.000277283,0.000357921,0.000221325,0.000370819,2.28e-05,4.7e-05,0.000566919,0.002198939,0.004374849,0.00108518,0.004401422,3.12e-05,4.62e-05,7.95e-05,0.001341343,0.003914378,0.001220891,0.005398452,1.93e-05,0.000330885,0.002478804,0.002313522,0.001712878,0.000723189,0.004816917,0.000152145,0.000367099,0.004367223,0.001406932,0.002618481,0.000726005,0.006298611,3.47e-05,4.91e-05,7.78e-05,0.000312062,0.000318021,0.000395516,0.000220265,0,0.000244145,0.00090029,0.002862387,0.001748325,0.001322206,0.001100498,1.74e-05,0.000237105,0.00040983,0.002905156,0.001580598,0.001166175,0.001093881,0.001623363,0.004386179,0.007721861,0.003371567,0.001537432,0.001742984,0.001032533,0.000361684,0.001951583,0.007040033,0.002202473,0.001187292,0.001217325,0.001547278,7.05e-05,0.000158916,0.000321702,0.000215214,0.000141273,0.000186607,0.000138534,0.000477984,0.000712848,0.003561246,0.003165903,0.002394052,0.002097937,0.00134219,0.000466606,0.000210876,0.00320713,0.003940025,0.002115483,0.003522737,0.001614261,0.002520243,0.001119012,0.003046336,0.003182829,0.001428518,0.001585321,0.002531749,0.002273249,0.001715947,0.00377897,0.004090904,0.00169561,0.001756409,0.00273626
ASV044,0.000326927,0.000183179,0.001706003,0.001927566,0.003327604,0.002120758,0.004412741,0.000118506,0.000584388,0.000958759,0.00266873,0.002629017,0.002058196,0.002736191,0.00049937,0.000308092,0.001106863,0.002487669,0.00291371,0.00219685,0.002840695,0.000134815,8.62e-05,0.000306993,0.001654626,0.001251831,0.001000894,0.00218819,0.000132514,7.18e-05,0.000535455,0.001018293,0.001332165,0.000890074,0.002784292,0.000143509,9.32e-05,0.000910953,0.002202788,0.002208756,0.002017554,0.002463704,0.000219985,0.000330437,0.000651934,0.002343539,0.001961262,0.004296611,0.00191549,0.000229445,0.000331545,0.000609544,0.002031565,0.001825552,0.002408518,0.002368447,0.000156012,0.000146354,0.000354891,0.001599196,0.001051927,0.002517849,0.001466371,0.000182706,7.05e-05,0.000257616,0.001941163,0.000800076,0.001189463,0.000440999,0.000854539,0.000225131,0.000759217,0.004450851,0.001115204,0.002351698,0.001148154,0.000147741,0.000460146,0.000524183,0.003413415,0.002846209,0.002572253,0.002310684,0.000786564,0.000481155,0.000648334,0.00374712,0.002488914,0.005133792,0.001341768,0.000631244,0.000208882,0.000185501,0.002932167,0.000389596,0.001097766,0.001987287,0.000400425,0.000336629,0.000161457,0.002686245,0.001727883,0.000891044,0.002425113
ASV045,0.008573223,0.004599838,0.02277652,0.004226335,0.007009586,0.001380805,0.008987294,0.006741174,0.003943887,0.013114162,0.004291286,0.003672408,0.000650547,0.010331426,0.007649717,0.002799783,0.016954877,0.003272497,0.003702472,0.001292486,0.008703164,0.003047782,0.001562665,0.011041947,0.004432035,0.002080549,0.001125282,0.00970629,0.002731255,0.001901739,0.010740443,0.003573064,0.001920559,0.001351518,0.010576913,0.005636183,0.005746055,0.015787334,0.006083889,0.005674689,0.001386411,0.003132657,0.001324911,0.002624556,0.006321984,0.005266967,0.003768425,0.000947618,0.00166113,0.000996834,0.002573995,0.008331825,0.004354946,0.004262199,0.00065663,0.001709189,0.00110473,0.001776203,0.002729468,0.003859023,0.003381369,0.001264446,0.001644244,0.002276371,0.002212186,0.002711634,0.003948986,0.003131066,0.003795567,0.000808919,0.000730448,0.003300155,0.013035377,0.00135251,0.000854062,0.001312994,0.001502885,0.00097335,0.001587879,0.00391337,0.00040727,0.00052355,0.00056097,0.00073182,0.000773232,0.002970091,0.00415306,0.000652707,0.000491061,0.000755423,0.000727797,0.000733822,0.000347426,0.001956003,0.00018071,0.000431338,0.000318904,0.000544462,0.000527644,0.000718143,0.001466205,0.000267554,0.000367423,0.000295303,0.000512477
ASV046,0.008112945,0.005390223,0.007051022,0.00249555,0.003579212,0.002497341,0.002747429,0.009699268,0.007344498,0.011566252,0.006569182,0.006782042,0.004660384,0.003301861,0.01499045,0.007309474,0.011318388,0.005940914,0.006760396,0.005546763,0.002980277,0.009302236,0.005397034,0.012214399,0.008157899,0.005827288,0.003425024,0.005486416,0.009752028,0.006188242,0.014352805,0.006820756,0.005675074,0.003392125,0.005161126,0.005974122,0.006788785,0.012412042,0.001670447,0.002392612,0.002720227,0.003244149,0.007609486,0.011422185,0.017313944,0.00301281,0.005847363,0.005799422,0.005842504,0.005959795,0.012417867,0.012891965,0.0026691,0.005324525,0.006148682,0.0057795,0.010123882,0.018072476,0.016129579,0.004615862,0.00547051,0.00300743,0.005149652,0.006131847,0.014147015,0.017351349,0.005484851,0.006080064,0.003849146,0.00678887,0.001759843,0.005358117,0.003971093,0.000116884,0.002791221,0.004098609,0.002514604,0.002064024,0.009789408,0.004821688,0.000310515,0.004559647,0.00603385,0.003515852,0.003282238,0.008681577,0.004657911,0.000240471,0.004300051,0.007762355,0.002059217,0.004663318,0.008896676,0.006962465,0.000104928,0.001660421,0.005911989,0.004124301,0.004398423,0.016330843,0.00751212,0.000203341,0.0047914,0.005389915,0.004639745
ASV047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09354661,6.03e-05,0,0,0,0,0,0,0,0,0
ASV048,0.00056782,0.00044438,0.000151339,0.001529531,0.000400447,0.000280786,0.001746218,0.000487698,0.000698917,0.000194531,0.002735843,0.00051348,0.000420612,0.004074096,0.00094256,0.000943531,0.000181639,0.003020401,0.00041204,0.000599141,0.003383935,0.001249446,0.000903676,0.000401703,0.007832883,0.000714915,0.000795508,0.009259957,0.001411026,0.000946729,0.000477991,0.006814731,0.001996974,0.000865463,0.007279055,0.000418952,0.00038765,0.000286084,0.000584788,0.000690702,0.000161993,0.000274651,0.000692453,0.000328333,0.000640847,0.001650287,0.00262529,0.000207361,0.00055544,0.000767389,0.000267245,0.000490964,0.001713726,0.001887435,0.000267905,0.000451714,0.001648662,0.000532196,0.001000871,0.003266807,0.002966973,0.001043582,0.000744031,0.00174876,0.000707351,0.001163715,0.004452941,0.004341438,0.001230184,0.000826559,0.000349712,0.000259563,0.000295966,0.000857146,0.0001691,0.000204593,0.000180514,0.000199884,0.000371511,0.000326114,0.00765937,0.000449777,0.000706914,0.001712771,0.000370618,0.000184146,0.00034011,0.009307021,0.000377165,0.001549388,0.001241739,0.000962648,0.000287746,0.000474058,0.009924481,0.000264369,0.001530126,0.004981829,0.001276356,0.000842437,0.001066926,0.017677308,0.000752225,0.00163572,0.003024528
ASV049,0.000159162,0.000217101,0.000130702,6.71e-05,8.86e-05,0.000644155,0.000212378,7.29e-05,0.000484543,0.000311249,6.32e-05,7.39e-05,0.000678588,0.000149362,0.000524338,0.000342752,0.000292325,9.99e-05,0.000155986,0.000501168,0.000207488,0.000423704,0.000353129,0.000437628,0.000118188,0.000180917,0.000404986,0.000313013,0.000252758,0.000267734,0.000451872,6.03e-05,0.000132452,0.00090443,0.000785204,0.006913872,0.001116334,0.001909738,0.000275348,0.000278268,0.000237731,0.000554741,0.00815195,0.001399623,0.004714324,0.000449087,0.00043428,0.000301008,0.0005788,0.004930183,0.001466835,0.003432587,0.000310404,0.000371299,0.000291544,0.000625075,0.008601715,0.00240375,0.004767098,0.000320694,0.000394779,0.000106751,0.000540128,0.006273537,0.001745844,0.004745915,0.000538619,0.000384652,0.000203602,0.00031248,0,4.24e-05,5.15e-05,0,0.000220472,0.000276538,0.000438691,0,0.000115036,0.000140049,0,0.000333168,0.000446952,0.000401723,0,8.02e-05,6.38e-05,0,0.000250198,0.000313475,0,0,8.95e-05,0.00014634,0,0,0.000496754,0.000332122,0,0.00015882,0.000109093,0,0.000260672,0.000457077,0.000594839
ASV050,0,0,0,0.000147586,0.00021617,0.000379886,0.00031351,0,0,0,0.0007264,0.000813352,0.002994759,0.001395108,0,0,0,0.000903742,0.000724013,0.001364082,0.001320376,0,0,0,0.001571895,0.002223532,0.00292747,0.00354168,0,0,0,0.001533465,0.002024993,0.003240361,0.001895101,0,0,0,0.000180943,0.000211186,0.000210381,0.00035895,0,0,0,0.002871108,0.000975028,0.000983293,0.001658534,0,0,0,0.002429327,0.00159349,0.000850992,0.001096323,0,0,0,0.00445979,0.001461418,0.001131928,0.001071579,0,0,0,0.004146302,0.001787349,0.001455217,0.001723677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV051,0,0,0.000426501,0,0,0,0,0.001285335,0.000772332,0.001256114,0.000225026,7.8e-05,7.01e-05,0.000104871,0.001395114,0.000797187,0.001600695,0.000175992,5.59e-05,6.41e-05,7.92e-05,0.000245556,7.79e-05,0.000715228,9.75e-05,9.34e-05,6.36e-05,0.00021737,0.000161961,0.000140767,0.000924639,9.04e-05,0.00018849,8.41e-05,0.000549643,0,0,9.79e-05,0,0,0,0,0.003504763,0.000553535,0.00174736,8.07e-05,3.36e-05,0.000171686,7.79e-05,0.001721804,0.000548556,0.00216149,6.32e-05,4.9e-05,0.000147085,0.000234403,0,0,0.000974952,0.000100484,9.07e-05,0.000150924,9.33e-05,0.000223722,9.8e-05,0.000741757,8.53e-05,0.000141039,0.000154309,0.00012096,0.000143833,6.36e-05,0.000226478,9.28e-06,0,0,0,0.001811996,0.002470454,0.000812284,0.001122804,0.00010709,5.47e-05,0.00010588,0.003018272,0.002661202,0.00076259,0.000977739,0.000302479,6.94e-05,5.86e-05,0.000329825,0.000300535,0.000368941,0.00145151,0.000227264,0.000122655,0.000125226,0.000569355,0.000688796,0.000512735,0.000826743,0.000203572,6.93e-05,5.72e-05
ASV052,0.002740162,0.002737514,0.000598477,0,0,0,0,0.004407515,0.004657487,0.001789684,0,0,0,0,0.006476199,0.003554607,0.002818245,0,0,0,0,4.57e-05,3.61e-05,2.61e-05,0,0,0,0,4.17e-05,4.69e-05,7.57e-05,0,0,0,0,0.004339976,0.001224288,0.00123217,0,0,0,0,0.001757381,0.001955263,0.003519112,0,0,0,0,0.001395953,0.001669781,0.003060203,0,0,0,0,0,0,0.00018542,0,0,0,0,3.36e-05,5.49e-05,6.44e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
